회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),당기순이익(손실)(IFRS)
(주)금양,001570,2017/12,150809075,5934740,366688
(주)금양,001570,2018/12,151676398,6516687,16116052
(주)금양,001570,2019/12,135915020,5271746,-12752836
(주)금양,001570,2020/12,120928396,3963612,-4095630
(주)금오하이텍,165270,2010/12,,,
(주)금오하이텍,165270,2011/12,,,
(주)금오하이텍,165270,2012/12,,,
(주)금오하이텍,165270,2013/12,,,
(주)금오하이텍,165270,2014/12,,,
(주)금오하이텍,165270,2015/12,,,
(주)금오하이텍,165270,2016/12,,,
(주)금호에이치티,214330,2010/12,,,
(주)금호에이치티,214330,2011/12,,,
(주)금호에이치티,214330,2012/12,,,
(주)금호에이치티,214330,2013/12,124006030,10458306,7163648
(주)금호에이치티,214330,2014/12,175222428,16251373,13520259
(주)금호에이치티,214330,2015/12,181779820,20514465,16768247
(주)금호에이치티,214330,2016/12,189733826,16480586,12887704
(주)금호에이치티,214330,2017/12,165485490,11007981,5433832
(주)금호에이치티,214330,2018/12,189250383,7513991,7102658
(주)금호에이치티,214330,2019/12,221734443,4530371,1794762
(주)금호에이치티,214330,2020/12,181173914,-4472261,-10619831
(주)금화피에스시,036190,2010/12,97654825,14380865,12315359
(주)금화피에스시,036190,2011/12,82738193,16448550,15182500
(주)금화피에스시,036190,2012/12,108224285,20453131,18485546
(주)금화피에스시,036190,2013/12,156630832,25744446,21184156
(주)금화피에스시,036190,2014/12,166948026,23011531,20636145
(주)금화피에스시,036190,2015/12,196919865,26233196,21704964
(주)금화피에스시,036190,2016/12,201547339,28240507,22053825
(주)금화피에스시,036190,2017/12,174993150,33131391,20754033
(주)금화피에스시,036190,2018/12,202098199,39495034,38175421
(주)금화피에스시,036190,2019/12,179177462,30433094,25283209
(주)금화피에스시,036190,2020/12,205790146,24209918,21657835
(주)기가레인,049080,2010/12,,,
(주)기가레인,049080,2013/12,94055571,12814521,11073413
(주)기가레인,049080,2014/12,95460665,10512950,9064933
(주)기가레인,049080,2015/12,61254807,-18745702,-14035109
(주)기가레인,049080,2016/12,70397030,-9647595,-10793714
(주)기가레인,049080,2017/12,89874499,4705145,-401780
(주)기가레인,049080,2018/12,114668638,-1892191,-23731827
(주)기가레인,049080,2019/12,63361399,-26726549,-44243046
(주)기가레인,049080,2020/12,37870890,-13301307,-25137989
(주)기산텔레콤,035460,2010/12,63580595,3947701,1756560
(주)기산텔레콤,035460,2011/12,36332290,-7302126,-8844829
(주)기산텔레콤,035460,2012/12,49240507,3866590,1433180
(주)기산텔레콤,035460,2013/12,48367030,2083934,2049347
(주)기산텔레콤,035460,2014/12,41612762,234218,655537
(주)기산텔레콤,035460,2015/12,45712905,150840,564987
(주)기산텔레콤,035460,2016/12,24679656,-1972410,-1733928
(주)기산텔레콤,035460,2017/12,29568090,-848554,-2085390
(주)기산텔레콤,035460,2018/12,24864346,-2790221,-5791304
(주)기산텔레콤,035460,2019/12,30545683,2565963,2205257
(주)기산텔레콤,035460,2020/12,26787022,-1163778,-1507052
(주)까뮤이앤씨,013700,2010/12,219370206,9518350,1651183
(주)까뮤이앤씨,013700,2011/12,90048208,-132765820,-115818356
(주)까뮤이앤씨,013700,2012/12,90976586,3874241,-4642070
(주)까뮤이앤씨,013700,2013/12,83568532,-1085474,-12045286
(주)까뮤이앤씨,013700,2014/12,123567918,2849967,2285412
(주)까뮤이앤씨,013700,2015/12,132370311,4029706,5169039
(주)까뮤이앤씨,013700,2016/12,139708060,4443394,3256253
(주)까뮤이앤씨,013700,2017/12,172176860,10091338,8436815
(주)까뮤이앤씨,013700,2018/12,116296828,4050404,1738796
(주)까뮤이앤씨,013700,2019/12,283420655,14845481,13494869
(주)까뮤이앤씨,013700,2020/12,161728918,2818116,9202738
(주)까스텔바작,308100,2016/12,33547852,5141413,-1397951
(주)까스텔바작,308100,2017/12,83289099,11793018,6408135
(주)까스텔바작,308100,2018/12,92092225,14726597,11322040
(주)까스텔바작,308100,2019/12,81068234,9287318,7090294
(주)까스텔바작,308100,2020/12,67130253,7967138,2652048
(주)나노,187790,2014/12,,,
(주)나노,187790,2015/12,14881694,-7239111,-10306565
(주)나노,187790,2016/12,18480121,-9411058,-18008880
(주)나노,187790,2017/12,29944292,1526011,-2829878
(주)나노,187790,2018/12,34238747,783196,-5616504
(주)나노,187790,2019/12,38421023,1381812,475680
(주)나노,187790,2020/12,36339792,360809,-4657278
(주)나노브릭,286750,2015/12,,,
(주)나노브릭,286750,2016/12,,,
(주)나노브릭,286750,2017/12,5980485,-1961396,-4415497
(주)나노브릭,286750,2018/12,7186469,-1291459,1183722
(주)나노브릭,286750,2019/12,7775408,-1512607,-763049
(주)나노브릭,286750,2020/12,8651931,67221,-91587
(주)나노신소재,121600,2010/12,27820898,8814527,6995297
(주)나노신소재,121600,2011/12,33480756,4510950,4707958
(주)나노신소재,121600,2012/12,23644347,-599483,-1346877
(주)나노신소재,121600,2013/12,26827489,1360266,1129993
(주)나노신소재,121600,2014/12,27926752,3639250,3733441
(주)나노신소재,121600,2015/12,43140425,9164440,7723716
(주)나노신소재,121600,2016/12,41111800,6310057,5955088
(주)나노신소재,121600,2017/12,45568866,8506727,6795716
(주)나노신소재,121600,2018/12,52249960,8659691,7577945
(주)나노신소재,121600,2019/12,48892961,5191475,5848754
(주)나노신소재,121600,2020/12,48524488,1567186,1764646
(주)나노엔텍,039860,2010/12,15096265,-1788703,-6394738
(주)나노엔텍,039860,2011/12,13088091,-7866305,-11866915
(주)나노엔텍,039860,2012/12,13561450,-4560857,-6417553
(주)나노엔텍,039860,2013/12,19071599,1088129,332876
(주)나노엔텍,039860,2014/12,20255673,259650,-1173219
(주)나노엔텍,039860,2015/12,18652444,-3336702,-4272310
(주)나노엔텍,039860,2016/12,19928840,-8642286,-17339841
(주)나노엔텍,039860,2017/12,22133358,2944761,-799389
(주)나노엔텍,039860,2018/12,24871160,3236124,3683640
(주)나노엔텍,039860,2019/12,25099090,3583987,6191104
(주)나노엔텍,039860,2020/12,27440478,3450882,2627717
(주)나노트로닉스,010670,2010/12,17767345,588475,-3424108
(주)나노트로닉스,010670,2011/12,16968670,825344,-926377
(주)나노트로닉스,010670,2012/12,19147210,4217184,-4935076
(주)나래나노텍,137080,2010/12,,,
(주)나래나노텍,137080,2011/12,,,
(주)나래나노텍,137080,2012/12,,,
(주)나래나노텍,137080,2013/12,,,
(주)나래나노텍,137080,2014/12,,,
(주)나래나노텍,137080,2015/12,,,
(주)나래나노텍,137080,2016/12,,,
(주)나래나노텍,137080,2017/12,95815545,4132808,-18645087
(주)나래나노텍,137080,2018/12,95186847,7406244,4967814
(주)나래나노텍,137080,2019/12,43007667,-10292325,-10895330
(주)나래나노텍,137080,2020/12,82804670,5659900,2272633
(주)나무가,190510,2010/12,,,
(주)나무가,190510,2011/12,,,
(주)나무가,190510,2012/12,54272164,497744,-1890760
(주)나무가,190510,2013/12,181936000,2625205,188298
(주)나무가,190510,2014/12,193917712,4971473,5312756
(주)나무가,190510,2015/12,330071994,22632879,7763897
(주)나무가,190510,2016/12,189575941,-1785463,-3614485
(주)나무가,190510,2017/12,169353908,-22688891,-43568385
(주)나무가,190510,2018/12,199656907,8215658,10339276
(주)나무가,190510,2019/12,275379664,2906028,3214583
(주)나무가,190510,2020/12,388515152,2015876,-1498047
(주)나스미디어,089600,2010/12,18877379,6070048,4506690
(주)나스미디어,089600,2011/12,21717857,7809343,6003573
(주)나스미디어,089600,2012/12,23462889,7613038,6454270
(주)나스미디어,089600,2013/12,24754414,6058109,5614730
(주)나스미디어,089600,2014/12,29855317,8601869,7956451
(주)나스미디어,089600,2015/12,45490455,11693294,9916024
(주)나스미디어,089600,2016/12,61749724,14615304,11499887
(주)나스미디어,089600,2017/12,84283178,25654209,20237979
(주)나스미디어,089600,2018/12,71877991,19351123,15458417
(주)나스미디어,089600,2019/12,78372579,23389051,18656401
(주)나스미디어,089600,2020/12,82057612,27301482,22451824
(주)나이벡,138610,2010/12,5270307,506324,-107270
(주)나이벡,138610,2011/12,2702416,-1955772,-1834811
(주)나이벡,138610,2012/12,3875799,-805135,-1407065
(주)나이벡,138610,2013/12,2271977,-2637399,-3849754
(주)나이벡,138610,2014/12,4786118,-3024927,-3620685
(주)나이벡,138610,2015/12,4173528,-1583717,-2425875
(주)나이벡,138610,2016/12,4804232,-2499774,-3027189
(주)나이벡,138610,2017/12,6302575,-1128739,-2567612
(주)나이벡,138610,2018/12,5207877,-3402362,-4146156
(주)나이벡,138610,2019/12,9287488,-960252,-2726636
(주)나이벡,138610,2020/12,6357111,-3011681,-3637627
(주)나이스디앤비,130580,2010/12,16298746,2189277,1874822
(주)나이스디앤비,130580,2011/12,17447086,2855233,2483308
(주)나이스디앤비,130580,2012/12,19285428,3200317,3024750
(주)나이스디앤비,130580,2013/12,19592150,3312852,3012799
(주)나이스디앤비,130580,2014/12,21139275,4103059,3625754
(주)나이스디앤비,130580,2015/12,23685546,4929356,4269809
(주)나이스디앤비,130580,2016/12,24018056,4752171,4342227
(주)나이스디앤비,130580,2017/12,32327045,6644056,4960968
(주)나이스디앤비,130580,2018/12,42167015,8817160,7840104
(주)나이스디앤비,130580,2019/12,50280560,10084114,9097679
(주)나이스디앤비,130580,2020/12,60300993,11861568,10451027
(주)나이스홀딩스,034310,2010/12,14073529,5004288,16299518
(주)나이스홀딩스,034310,2011/12,27906675,8388023,6505010
(주)나이스홀딩스,034310,2012/12,32479387,13242409,17518136
(주)나이스홀딩스,034310,2013/12,24585959,6707279,8548366
(주)나이스홀딩스,034310,2014/12,24855128,5482042,8735163
(주)나이스홀딩스,034310,2015/12,30358130,8149951,6822102
(주)나이스홀딩스,034310,2016/12,33693212,15308860,18359912
(주)나이스홀딩스,034310,2017/12,37458486,18273165,5118791
(주)나이스홀딩스,034310,2018/12,40325277,22616230,-16465295
(주)나이스홀딩스,034310,2019/12,44669568,27467348,5118265
(주)나이스홀딩스,034310,2020/12,38980661,19195664,-14069974
(주)나이코,192240,2012/12,,,
(주)나이코,192240,2013/12,,,
(주)나이코,192240,2014/12,,,
(주)나이코,192240,2015/12,,,
(주)나인테크,267320,2017/12,,,
(주)나인테크,267320,2018/12,,,
(주)나인테크,267320,2019/12,,,
(주)나인테크,267320,2020/12,65865810,3293451,-1230558
(주)남선알미늄,008350,2010/12,270881073,5634302,1176559
(주)남선알미늄,008350,2011/12,302410988,4913867,-2024012
(주)남선알미늄,008350,2012/12,308547177,-3928790,-16536943
(주)남선알미늄,008350,2013/12,353378515,13600289,9655705
(주)남선알미늄,008350,2014/12,341293036,13927458,17604236
(주)남선알미늄,008350,2015/12,350317585,17100780,14881686
(주)남선알미늄,008350,2016/12,400734305,24179476,20399638
(주)남선알미늄,008350,2017/12,400667879,20750090,21742400
(주)남선알미늄,008350,2018/12,347834921,9581679,25376157
(주)남선알미늄,008350,2019/12,324782177,11592894,8338512
(주)남선알미늄,008350,2020/12,268474786,-1420763,-2461919
(주)남성,004270,2010/12,65504679,3442488,1894898
(주)남성,004270,2011/12,55212184,4351800,2680768
(주)남성,004270,2012/12,55616541,3883950,1286317
(주)남성,004270,2013/12,56628063,3152255,1381106
(주)남성,004270,2014/12,59274363,3517751,-700522
(주)남성,004270,2015/12,62237269,3677218,1848869
(주)남성,004270,2016/12,70870441,4118637,1360255
(주)남성,004270,2017/12,78335735,5822850,1354923
(주)남성,004270,2018/12,63605003,2972765,-3506408
(주)남성,004270,2019/12,57819890,2402813,-2135357
(주)남성,004270,2020/12,66947663,1951037,-16024531
(주)내츄럴엔도텍,168330,2012/12,21632650,5118742,4393985
(주)내츄럴엔도텍,168330,2013/12,84281121,24103694,19279883
(주)내츄럴엔도텍,168330,2014/12,124067457,25886542,20760517
(주)내츄럴엔도텍,168330,2015/12,44506401,-10595159,-16896629
(주)내츄럴엔도텍,168330,2016/12,6556020,-9347254,-12887062
(주)내츄럴엔도텍,168330,2017/12,9238808,-5337960,-9645005
(주)내츄럴엔도텍,168330,2018/12,8892649,-9689427,-16506112
(주)내츄럴엔도텍,168330,2019/12,6615116,-8440259,-15322638
(주)내츄럴엔도텍,168330,2020/12,13273093,1244551,-2165663
(주)네오리진,094860,2010/12,21018076,-2988043,-2939005
(주)네오리진,094860,2011/12,23311768,1286540,667150
(주)네오리진,094860,2012/12,24667502,1513894,-2791896
(주)네오리진,094860,2013/12,41569623,-1799033,-12396768
(주)네오리진,094860,2014/12,34582751,-5817300,-18212371
(주)네오리진,094860,2015/12,12413198,-2807608,-3377781
(주)네오리진,094860,2016/12,10654596,810733,674598
(주)네오리진,094860,2017/12,9032026,221865,218915
(주)네오리진,094860,2018/12,9064462,-771579,-3781297
(주)네오리진,094860,2019/12,11270250,258267,-2726564
(주)네오리진,094860,2020/12,9473210,-1700861,-1800953
(주)네오셈,253590,2016/12,,,
(주)네오셈,253590,2017/12,,,
(주)네오셈,253590,2018/12,,,
(주)네오셈,253590,2019/12,25334754,-3351213,-1740980
(주)네오셈,253590,2020/12,47307393,8100232,5220134
(주)네오오토,212560,2010/12,,,
(주)네오오토,212560,2011/12,,,
(주)네오오토,212560,2012/12,,,
(주)네오오토,212560,2013/12,117300740,9989227,9230875
(주)네오오토,212560,2014/12,108775562,8263826,6831455
(주)네오오토,212560,2015/12,115393747,9232820,7651072
(주)네오오토,212560,2016/12,140544448,10052254,7883058
(주)네오오토,212560,2017/12,128249343,1606020,4135626
(주)네오오토,212560,2018/12,115243742,2422365,5798405
(주)네오오토,212560,2019/12,118441501,795115,2497866
(주)네오오토,212560,2020/12,117499436,2956981,3544581
(주)네오위즈,095660,2010/12,423171796,32509576,33205754
(주)네오위즈,095660,2011/12,592103340,110682166,79218344
(주)네오위즈,095660,2012/12,588447125,128101857,3779378
(주)네오위즈,095660,2013/12,371656266,99212727,52818309
(주)네오위즈,095660,2014/12,139550248,39155728,1272651
(주)네오위즈,095660,2015/12,125990929,27179876,-3653848
(주)네오위즈,095660,2016/12,117653566,21203983,3632162
(주)네오위즈,095660,2017/12,106849588,10186878,-25872555
(주)네오위즈,095660,2018/12,155574255,11081403,-4753411
(주)네오위즈,095660,2019/12,202617148,16643538,6495544
(주)네오위즈,095660,2020/12,224298409,41114528,46436345
(주)네오위즈홀딩스,042420,2010/12,10487603,23509364,22803675
(주)네오위즈홀딩스,042420,2011/12,13097599,30166464,25370700
(주)네오위즈홀딩스,042420,2012/12,19093083,9342665,23060658
(주)네오위즈홀딩스,042420,2013/12,3582577,143875,-2832876
(주)네오위즈홀딩스,042420,2014/12,1582089,574571,6541508
(주)네오위즈홀딩스,042420,2015/12,634975,-385387,64723380
(주)네오위즈홀딩스,042420,2016/12,543311,-303937,-6839712
(주)네오위즈홀딩스,042420,2017/12,551698,-260154,-10240089
(주)네오위즈홀딩스,042420,2018/12,693917,-485440,-4969594
(주)네오위즈홀딩스,042420,2019/12,1860715,180113,5768056
(주)네오위즈홀딩스,042420,2020/12,989634,-738214,-3502568
(주)네오이뮨텍,950220,2019/12,0,-16037331,-14000458
(주)네오이뮨텍,950220,2020/12,0,-30901471,-30043942
(주)네오크레마,311390,2016/12,,,
(주)네오크레마,311390,2017/12,,,
(주)네오크레마,311390,2018/12,21745255,3266191,3561554
(주)네오크레마,311390,2019/12,18448423,776937,1258938
(주)네오크레마,311390,2020/12,22124649,3104153,2270960
(주)네오티스,085910,2010/12,23432025,2802579,2591188
(주)네오티스,085910,2011/12,29184036,5732674,3975553
(주)네오티스,085910,2012/12,34980811,3904166,4313757
(주)네오티스,085910,2013/12,36283655,2988588,2230587
(주)네오티스,085910,2014/12,37658799,3130358,2581243
(주)네오티스,085910,2015/12,35730680,1584014,-4379435
(주)네오티스,085910,2016/12,40161938,2035569,-1560928
(주)네오티스,085910,2017/12,43473210,2393447,-7269754
(주)네오티스,085910,2018/12,45195339,3513246,3000159
(주)네오티스,085910,2019/12,42566577,2645699,1372323
(주)네오티스,085910,2020/12,38129773,2827061,152454
(주)네오팜,092730,2010/12,14661158,841414,1235873
(주)네오팜,092730,2011/12,16944305,1199197,904242
(주)네오팜,092730,2012/12,18774372,209147,647763
(주)네오팜,092730,2013/12,20137821,2147648,1895050
(주)네오팜,092730,2014/12,25602822,5002662,2568482
(주)네오팜,092730,2015/12,35964570,6258403,3407145
(주)네오팜,092730,2016/12,42257057,10034988,8190762
(주)네오팜,092730,2017/12,53553213,14632436,12152804
(주)네오팜,092730,2018/12,66336414,19588203,15804253
(주)네오팜,092730,2019/12,83586492,23347953,18153826
(주)네오팜,092730,2020/12,81466222,21391242,17381103
(주)네오퍼플,028090,2010/12,36888153,1739375,-2130685
